date,pln_usd,pln_eur
2016-01-01, 3.90, 4.30
2016-01-04,3.9281,4.2935
2016-01-05,4.0073,4.3176
2016-01-07,4.0085,4.3475
2016-01-08,3.9963,4.3457
2016-01-11,4.0085,4.3635
2016-01-12,4.017,4.3621
2016-01-13,4.0068,4.3345
2016-01-14,3.999,4.3605
2016-01-15,4.0411,4.4075
2016-01-18,4.1133,4.4835
2016-01-19,4.0917,4.449
2016-01-20,4.0877,4.4659
2016-01-21,4.1303,4.4987
2016-01-22,4.1031,4.446
2016-01-25,4.1346,4.472
2016-01-26,4.1475,4.4961
2016-01-27,4.1144,4.473
2016-01-28,4.0872,4.4588
2016-01-29,4.0723,4.4405
2016-02-01,4.0638,4.4104
2016-02-02,4.0333,4.4015
2016-02-03,4.0325,4.4024
2016-02-04,3.9492,4.4078
2016-02-05,3.942,4.4135
2016-02-08,3.9525,4.4185
2016-02-09,3.9771,4.449
2016-02-10,3.9383,4.4366
2016-02-11,3.9219,4.4407
2016-02-12,3.9074,4.4136
2016-02-15,3.922,4.396
2016-02-16,3.9404,4.4042
2016-02-17,3.9431,4.3905
2016-02-18,3.9416,4.3902
2016-02-19,3.9531,4.383
2016-02-22,3.9391,4.3655
2016-02-23,3.9671,4.3655
2016-02-24,3.9803,4.372
2016-02-25,3.9705,4.3739
2016-02-26,3.9545,4.357
2016-02-29,3.9935,4.3589
2016-03-01,3.9924,4.3365
2016-03-02,3.9861,4.3333
2016-03-03,3.9805,4.325
2016-03-04,3.9545,4.334
2016-03-07,3.9515,4.3292
2016-03-08,3.9333,4.3325
2016-03-09,3.9395,4.3215
2016-03-10,3.932,4.3131
2016-03-11,3.8903,4.3226
2016-03-14,3.847,4.2813
2016-03-15,3.8649,4.2824
2016-03-16,3.8749,4.298
2016-03-17,3.8037,4.2989
2016-03-18,3.7882,4.2705
2016-03-21,3.7838,4.2603
2016-03-22,3.8005,4.259
2016-03-23,3.801,4.2533
2016-03-24,3.824,4.2715
2016-03-25,3.8174,4.263
2016-03-29,3.8037,4.2535
2016-03-30,3.7495,4.2445
2016-03-31,3.759,4.2684
2016-04-01,3.7193,4.2387
2016-04-04,3.7254,4.2355
2016-04-05,3.7337,4.2452
2016-04-06,3.751,4.2577
2016-04-07,3.7414,4.2601
2016-04-08,3.7701,4.293
2016-04-11,3.7587,4.2826
2016-04-12,3.749,4.2867
2016-04-13,3.7771,4.2827
2016-04-14,3.8174,4.3016
2016-04-15,3.8176,4.3
2016-04-18,3.801,4.2978
2016-04-19,3.7925,4.2977
2016-04-20,3.7842,4.3004
2016-04-21,3.7981,4.2885
2016-04-22,3.8399,4.3283
2016-04-25,3.8962,4.386
2016-04-26,3.8935,4.3978
2016-04-27,3.8793,4.3926
2016-04-28,3.8695,4.394
2016-04-29,3.8738,4.4078
2016-05-02,3.8195,4.3842
2016-05-04,3.83,4.3992
2016-05-05,3.8475,4.4003
2016-05-06,3.8732,4.4236
2016-05-09,3.873,4.4123
2016-05-10,3.8853,4.4275
2016-05-11,3.8855,4.4241
2016-05-12,3.8811,4.4275
2016-05-13,3.8775,4.4016
2016-05-16,3.8625,4.3727
2016-05-17,3.8508,4.361
2016-05-18,3.9005,4.3937
2016-05-19,3.9161,4.396
2016-05-20,3.9358,4.4163
2016-05-23,3.9513,4.4293
2016-05-24,3.9789,4.4482
2016-05-25,3.9684,4.4238
2016-05-27,3.9393,4.4063
2016-05-30,3.947,4.3945
2016-05-31,3.9369,4.382
2016-06-01,3.935,4.3895
2016-06-02,3.9204,4.3944
2016-06-03,3.9384,4.3913
2016-06-06,3.8602,4.3835
2016-06-07,3.8298,4.3533
2016-06-08,3.815,4.3377
2016-06-09,3.8126,4.3334
2016-06-10,3.8545,4.3558
2016-06-13,3.8943,4.39
2016-06-14,3.9483,4.4363
2016-06-15,3.9351,4.4155
2016-06-16,3.9469,4.4445
2016-06-17,3.9412,4.4363
2016-06-20,3.8724,4.3945
2016-06-21,3.8741,4.3935
2016-06-22,3.8945,4.39
2016-06-23,3.8593,4.3806
2016-06-24,3.9994,4.4526
2016-06-27,4.0263,4.4485
2016-06-28,4.003,4.4244
2016-06-29,3.9905,4.414
2016-06-30,3.9803,4.4255
2016-07-01,3.9548,4.3921
2016-07-04,3.9886,4.4304
2016-07-05,3.9963,4.4501
2016-07-06,4.0225,4.4469
2016-07-07,4.0036,4.438
2016-07-08,4.0001,4.4295
2016-07-11,4.006,4.417
2016-07-12,3.9807,4.4224
2016-07-13,3.9809,4.4016
2016-07-14,3.9681,4.407
2016-07-15,3.9598,4.4121
2016-07-18,3.9853,4.4032
2016-07-19,3.9582,4.3811
2016-07-20,3.979,4.3776
2016-07-21,3.9685,4.3706
2016-07-22,3.9504,4.3564
2016-07-25,3.9697,4.36
2016-07-26,3.9682,4.3694
2016-07-27,3.9739,4.3695
2016-07-28,3.9389,4.3736
2016-07-29,3.9364,4.3684
2016-08-01,3.904,4.3576
2016-08-02,3.882,4.3484
2016-08-03,3.8516,4.3135
2016-08-04,3.8588,4.2971
2016-08-05,3.8542,4.2975
2016-08-08,3.8706,4.2912
2016-08-09,3.8482,4.2693
2016-08-10,3.825,4.2632
2016-08-11,3.8297,4.2674
2016-08-12,3.8219,4.2626
2016-08-16,3.7929,4.27
2016-08-17,3.8075,4.2863
2016-08-18,3.7826,4.2837
2016-08-19,3.7905,4.2884
2016-08-22,3.809,4.303
2016-08-23,3.8061,4.3139
2016-08-24,3.8174,4.3116
2016-08-25,3.819,4.3095
2016-08-26,3.8328,4.327
2016-08-29,3.8789,4.3395
2016-08-30,3.8858,4.3395
2016-08-31,3.9082,4.3555
2016-09-01,3.9116,4.3607
2016-09-02,3.9164,4.3796
2016-09-05,3.8937,4.348
2016-09-06,3.8869,4.3396
2016-09-07,3.8515,4.3289
2016-09-08,3.8255,4.3122
2016-09-09,3.8385,4.3264
2016-09-12,3.8668,4.346
2016-09-13,3.8734,4.352
2016-09-14,3.8716,4.3455
2016-09-15,3.8587,4.3356
2016-09-16,3.8497,4.3244
2016-09-19,3.8586,4.3071
2016-09-20,3.8438,4.3019
2016-09-21,3.8601,4.3034
2016-09-22,3.8128,4.2856
2016-09-23,3.8328,4.2939
2016-09-26,3.8324,4.3075
2016-09-27,3.8227,4.2972
2016-09-28,3.8264,4.2918
2016-09-29,3.8354,4.3014
2016-09-30,3.8558,4.312
2016-10-03,3.8252,4.2976
2016-10-04,3.8472,4.2984
2016-10-05,3.8307,4.3014
2016-10-06,3.8405,4.2974
2016-10-07,3.8505,4.2853
2016-10-10,3.8307,4.2835
2016-10-11,3.8487,4.2767
2016-10-12,3.8851,4.2825
2016-10-13,3.9164,4.3065
2016-10-14,3.8965,4.2955
2016-10-17,3.9265,4.3142
2016-10-18,3.9148,4.3137
2016-10-19,3.9285,4.3204
2016-10-20,3.9359,4.3189
2016-10-21,3.98,4.33
2016-10-24,3.969,4.3225
2016-10-25,3.9543,4.3058
2016-10-26,3.9517,4.3178
2016-10-27,3.976,4.3388
2016-10-28,3.9696,4.3293
2016-10-31,3.9488,4.3267
2016-11-02,3.8954,4.3169
2016-11-03,3.8965,4.3238
2016-11-04,3.8862,4.3133
2016-11-07,3.9132,4.3283
2016-11-08,3.9169,4.3285
2016-11-09,3.9305,4.3455
2016-11-10,3.9856,4.3424
2016-11-14,4.0805,4.3892
2016-11-15,4.0837,4.4098
2016-11-16,4.138,4.4345
2016-11-17,4.1375,4.4386
2016-11-18,4.1968,4.4484
2016-11-21,4.1748,4.439
2016-11-22,4.1507,4.4199
2016-11-23,4.1588,4.4131
2016-11-24,4.188,4.4261
2016-11-25,4.1628,4.4106
2016-11-28,4.1521,4.419
2016-11-29,4.1827,4.4328
2016-11-30,4.1721,4.4384
2016-12-01,4.1987,4.462
2016-12-02,4.215,4.4885
2016-12-05,4.2213,4.4897
2016-12-06,4.1825,4.5035
2016-12-07,4.1268,4.4232
2016-12-08,4.1107,4.4401
2016-12-09,4.1772,4.4385
2016-12-12,4.209,4.4583
2016-12-13,4.1905,4.4505
2016-12-14,4.1768,4.4389
2016-12-15,4.2329,4.4453
2016-12-16,4.2296,4.4253
2016-12-19,4.2255,4.4157
2016-12-20,4.2493,4.4128
2016-12-21,4.2484,4.418
2016-12-22,4.2222,4.4089
2016-12-23,4.2199,4.4126
2016-12-27,4.212,4.4022
2016-12-28,4.226,4.4127
2016-12-29,4.2161,4.4131
2016-12-30,4.1793,4.424
2017-01-02,4.2106,4.4157
2017-01-03,4.2271,4.4002
2017-01-04,4.2037,4.3877
2017-01-05,4.1667,4.3766
2017-01-09,4.1592,4.3783
2017-01-10,4.127,4.3735
2017-01-11,4.1465,4.3684
2017-01-12,4.1103,4.3728
2017-01-13,4.1084,4.373
2017-01-16,4.1354,4.3792
2017-01-17,4.0989,4.3771
2017-01-18,4.087,4.3705
2017-01-19,4.1014,4.3741
2017-01-20,4.1005,4.3658
2017-01-23,4.076,4.3725
2017-01-24,4.0708,4.372
2017-01-25,4.0585,4.3636
2017-01-26,4.059,4.352
2017-01-27,4.0595,4.3413
2017-01-30,4.0472,4.3291
2017-01-31,4.0446,4.3308
2017-02-01,4.0071,4.3221
2017-02-02,3.9835,4.3084
2017-02-03,4.0014,4.2985
2017-02-06,3.9892,4.2864
2017-02-07,4.028,4.2943
2017-02-08,4.0521,4.3128
2017-02-09,4.0332,4.3162
2017-02-10,4.0435,4.303
2017-02-13,4.0496,4.3077
2017-02-14,4.0525,4.3025
2017-02-15,4.0752,4.3025
2017-02-16,4.0567,4.316
2017-02-17,4.0693,4.3314
2017-02-20,4.0692,4.3227
2017-02-21,4.0942,4.3163
2017-02-22,4.0899,4.2977
2017-02-23,4.084,4.3076
2017-02-24,4.0681,4.3102
2017-02-27,4.0745,4.3135
2017-02-28,4.077,4.3166
2017-03-01,4.0756,4.297
2017-03-02,4.0765,4.2912
2017-03-03,4.0955,4.3078
2017-03-06,4.0663,4.31
2017-03-07,4.0803,4.3115
2017-03-08,4.0818,4.3087
2017-03-09,4.0864,4.3146
2017-03-10,4.0761,4.326
2017-03-13,4.0747,4.346
2017-03-14,4.0697,4.3295
2017-03-15,4.0646,4.3208
2017-03-16,4.03,4.3165
2017-03-17,3.9917,4.3013
2017-03-20,3.9821,4.2821
2017-03-21,3.9502,4.2635
2017-03-22,3.9731,4.2855
2017-03-23,3.9687,4.275
2017-03-24,3.9481,4.2658
2017-03-27,3.9259,4.263
2017-03-28,3.9169,4.2529
2017-03-29,3.9265,4.236
2017-03-30,3.9402,4.2292
2017-03-31,3.9455,4.2198
2017-04-03,3.9664,4.2327
2017-04-04,3.989,4.2525
2017-04-05,3.9783,4.2464
2017-04-06,3.9792,4.2412
2017-04-07,3.9755,4.2273
2017-04-10,3.9956,4.2301
2017-04-11,4.0009,4.2415
2017-04-12,4.0026,4.2505
2017-04-13,3.9886,4.245
2017-04-14,3.9911,4.2395
2017-04-18,3.98,4.2401
2017-04-19,3.9571,4.2404
2017-04-20,3.9588,4.2631
2017-04-21,3.9841,4.2705
2017-04-24,3.906,4.241
2017-04-25,3.8873,4.2346
2017-04-26,3.8757,4.2255
2017-04-27,3.8776,4.2296
2017-04-28,3.8696,4.217
2017-05-02,3.8675,4.2226
2017-05-04,3.863,4.2177
2017-05-05,3.849,4.2176
2017-05-08,3.8391,4.2059
2017-05-09,3.8741,4.2253
2017-05-10,3.8777,4.2155
2017-05-11,3.8744,4.215
2017-05-12,3.8837,4.22
2017-05-15,3.8463,4.2096
2017-05-16,3.7932,4.1902
2017-05-17,3.7808,4.1912
2017-05-18,3.7926,4.22
2017-05-19,3.7735,4.2069
2017-05-22,3.7526,4.1907
2017-05-23,3.7354,4.2018
2017-05-24,3.7535,4.1985
2017-05-25,3.7177,4.1796
2017-05-26,3.7248,4.1803
2017-05-29,3.7371,4.1794
2017-05-30,3.7471,4.1739
2017-05-31,3.7354,4.1737
2017-06-01,3.7262,4.1834
2017-06-02,3.7323,4.1882
2017-06-05,3.7066,4.1781
2017-06-06,3.725,4.1916
2017-06-07,3.7241,4.1943
2017-06-08,3.74,4.2071
2017-06-09,3.7465,4.1877
2017-06-12,3.735,4.1927
2017-06-13,3.7379,4.1921
2017-06-14,3.7497,4.2025
2017-06-16,3.7749,4.2181
2017-06-19,3.7615,4.2112
2017-06-20,3.7862,4.2248
2017-06-21,3.809,4.2442
2017-06-22,3.8002,4.2442
2017-06-23,3.7824,4.2255
2017-06-26,3.7653,4.2117
2017-06-27,3.7442,4.212
2017-06-28,3.7249,4.2317
2017-06-29,3.7122,4.2412
2017-06-30,3.7062,4.2265
2017-07-03,3.7196,4.2331
2017-07-04,3.7372,4.2428
2017-07-05,3.7471,4.2501
2017-07-06,3.7351,4.2388
2017-07-07,3.7068,4.2337
2017-07-10,3.716,4.2348
2017-07-11,3.7235,4.2435
2017-07-12,3.7034,4.2432
2017-07-13,3.7133,4.2345
2017-07-14,3.6986,4.2194
2017-07-17,3.6767,4.2091
2017-07-18,3.6469,4.2032
2017-07-19,3.6486,4.2057
2017-07-20,3.6604,4.2117
2017-07-21,3.632,4.2311
2017-07-24,3.6395,4.2413
2017-07-25,3.6519,4.2559
2017-07-26,3.6661,4.2611
2017-07-27,3.6366,4.265
2017-07-28,3.6406,4.2617
2017-07-31,3.6264,4.2545
2017-08-01,3.5991,4.2548
2017-08-02,3.5863,4.2515
2017-08-03,3.5918,4.2538
2017-08-04,3.5702,4.2423
2017-08-07,3.5995,4.2469
2017-08-08,3.6027,4.2541
2017-08-09,3.6342,4.2638
2017-08-10,3.6432,4.2709
2017-08-11,3.6449,4.2851
2017-08-14,3.6278,4.2823
2017-08-16,3.6435,4.2724
2017-08-17,3.6258,4.2541
2017-08-18,3.6459,4.2826
2017-08-21,3.6408,4.2747
2017-08-22,3.6334,4.2772
2017-08-23,3.6274,4.2767
2017-08-24,3.6329,4.2827
2017-08-25,3.6112,4.26
2017-08-28,3.5736,4.264
2017-08-29,3.5372,4.2661
2017-08-30,3.5678,4.261
2017-08-31,3.5822,4.2618
2017-09-01,3.5693,4.2457
2017-09-04,3.5718,4.257
2017-09-05,3.5642,4.2361
2017-09-06,3.5538,4.2446
2017-09-07,3.5511,4.2466
2017-09-08,3.5239,4.2511
2017-09-11,3.5293,4.2426
2017-09-12,3.5552,4.2511
2017-09-13,3.5627,4.2677
2017-09-14,3.5984,4.2837
2017-09-15,3.5863,4.2781
2017-09-18,3.5881,4.2835
2017-09-19,3.5821,4.293
2017-09-20,3.5619,4.2769
2017-09-21,3.5975,4.2863
2017-09-22,3.5651,4.2746
2017-09-25,3.5866,4.2698
2017-09-26,3.6234,4.282
2017-09-27,3.665,4.3012
2017-09-28,3.6682,4.3166
2017-09-29,3.6519,4.3091
2017-10-02,3.6726,4.3137
2017-10-03,3.6737,4.3105
2017-10-04,3.6597,4.3025
2017-10-05,3.6502,4.2985
2017-10-06,3.6799,4.3042
2017-10-09,3.6743,4.3121
2017-10-10,3.6468,4.2952
2017-10-11,3.6219,4.2836
2017-10-12,3.6,4.2705
2017-10-13,3.601,4.2603
2017-10-16,3.6004,4.2449
2017-10-17,3.5964,4.2313
2017-10-18,3.6006,4.2293
2017-10-19,3.5896,4.2381
2017-10-20,3.5966,4.2452
2017-10-23,3.6061,4.2359
2017-10-24,3.6031,4.2382
2017-10-25,3.6006,4.237
2017-10-26,3.5939,4.2458
2017-10-27,3.6568,4.252
2017-10-30,3.643,4.2403
2017-10-31,3.6529,4.2498
2017-11-02,3.6366,4.2336
2017-11-03,3.6408,4.2406
2017-11-06,3.6585,4.2449
2017-11-07,3.6652,4.2397
2017-11-08,3.6595,4.2423
2017-11-09,3.6466,4.2308
2017-11-10,3.6274,4.2299
2017-11-13,3.6382,4.2352
2017-11-14,3.6126,4.2332
2017-11-15,3.5886,4.2487
2017-11-16,3.5958,4.2346
2017-11-17,3.5965,4.2419
2017-11-20,3.5909,4.2351
2017-11-21,3.606,4.2296
2017-11-22,3.5881,4.2183
2017-11-23,3.5557,4.2108
2017-11-24,3.5486,4.2116
2017-11-27,3.5276,4.2086
2017-11-28,3.5382,4.2074
2017-11-29,3.5385,4.1991
2017-11-30,3.5543,4.2055
2017-12-01,3.5352,4.2078
2017-12-04,3.5499,4.2082
2017-12-05,3.5454,4.2024
2017-12-06,3.5653,4.2154
2017-12-07,3.5722,4.2115
2017-12-08,3.5808,4.2026
2017-12-11,3.5633,4.2038
2017-12-12,3.5708,4.2077
2017-12-13,3.588,4.2155
2017-12-14,3.5716,4.2216
2017-12-15,3.5786,4.2217
2017-12-18,3.574,4.2134
2017-12-19,3.5583,4.2011
2017-12-20,3.5459,4.1975
2017-12-21,3.5369,4.2018
2017-12-22,3.5393,4.1935
2017-12-27,3.5253,4.1909
2017-12-28,3.5046,4.1815
2017-12-29,3.4813,4.1709
2018-01-02,3.4546,4.1701
2018-01-03,3.4616,4.1673
2018-01-04,3.4472,4.1515
2018-01-05,3.4488,4.1544
2018-01-08,3.4735,4.1647
2018-01-09,3.4992,4.1779
2018-01-10,3.4999,4.1784
2018-01-11,3.495,4.1758
2018-01-12,3.4366,4.1669
2018-01-15,3.401,4.1696
2018-01-16,3.419,4.1825
2018-01-17,3.4109,4.1739
2018-01-18,3.4108,4.1663
2018-01-19,3.3994,4.175
2018-01-22,3.4036,4.1696
2018-01-23,3.4084,4.1712
2018-01-24,3.375,4.1637
2018-01-25,3.3376,4.1493
2018-01-26,3.3299,4.1477
2018-01-29,3.3375,4.1423
2018-01-30,3.3442,4.1461
2018-01-31,3.3318,4.1488
2018-02-01,3.3346,4.1504
2018-02-02,3.3329,4.1615
2018-02-05,3.3375,4.1585
2018-02-06,3.3498,4.1547
2018-02-07,3.3677,4.1593
2018-02-08,3.4119,4.1733
2018-02-09,3.4263,4.2024
2018-02-12,3.4122,4.1846
2018-02-13,3.3916,4.1764
2018-02-14,3.3769,4.1716
2018-02-15,3.3259,4.153
2018-02-16,3.3173,4.1559
2018-02-19,3.3411,4.1467
2018-02-20,3.3597,4.1472
2018-02-21,3.3697,4.1562
2018-02-22,3.4009,4.1811
2018-02-23,3.3911,4.1738
2018-02-26,3.3799,4.1717
2018-02-27,3.3816,4.17
2018-02-28,3.4188,4.1779
2018-03-01,3.4356,4.1854
2018-03-02,3.42,4.1986
2018-03-05,3.3995,4.1895
2018-03-06,3.3936,4.1891
2018-03-07,3.3744,4.1922
2018-03-08,3.3935,4.2024
2018-03-09,3.4132,4.1989
2018-03-12,3.4066,4.1942
2018-03-13,3.4143,4.2097
2018-03-14,3.4055,4.2114
2018-03-15,3.4117,4.2168
2018-03-16,3.4214,4.2162
2018-03-19,3.4341,4.2176
2018-03-20,3.4296,4.2242
2018-03-21,3.4544,4.2416
2018-03-22,3.4264,4.2261
2018-03-23,3.4319,4.2295
2018-03-26,3.4145,4.2316
2018-03-27,3.3921,4.2164
2018-03-28,3.3956,4.2097
2018-03-29,3.4201,4.2093
2018-03-30,3.4139,4.2085
2018-04-03,3.4177,4.2094
2018-04-04,3.4224,4.2065
2018-04-05,3.4301,4.207
2018-04-06,3.4315,4.1984
2018-04-09,3.4174,4.1967
2018-04-10,3.4068,4.199
2018-04-11,3.3859,4.1911
2018-04-12,3.3924,4.1882
2018-04-13,3.3862,4.1769
2018-04-16,3.3666,4.1628
2018-04-17,3.3572,4.1582
2018-04-18,3.3721,4.1677
2018-04-19,3.3693,4.1665
2018-04-20,3.3881,4.1724
2018-04-23,3.4156,4.1802
2018-04-24,3.4401,4.198
2018-04-25,3.4548,4.2159
2018-04-26,3.4827,4.2392
2018-04-27,3.5003,4.2259
2018-04-30,3.4868,4.2204
2018-05-02,3.5563,4.2675
2018-05-04,3.5754,4.2771
2018-05-07,3.5634,4.2513
2018-05-08,3.5884,4.2662
2018-05-09,3.609,4.279
2018-05-10,3.5773,4.2473
2018-05-11,3.5708,4.2569
2018-05-14,3.5558,4.2615
2018-05-15,3.5931,4.2823
2018-05-16,3.6241,4.2893
2018-05-17,3.6283,4.2868
2018-05-18,3.6385,4.2958
2018-05-21,3.6615,4.2991
2018-05-22,3.6252,4.2812
2018-05-23,3.6693,4.3037
2018-05-24,3.659,4.2953
2018-05-25,3.6686,4.3022
2018-05-28,3.6849,4.3031
2018-05-29,3.7299,4.3056
2018-05-30,3.72,4.3195
2018-06-01,3.6934,4.3146
2018-06-04,3.6665,4.2931
2018-06-05,3.6569,4.2804
2018-06-06,3.647,4.2829
2018-06-07,3.6062,4.2634
2018-06-08,3.6479,4.2912
2018-06-11,3.6247,4.2717
2018-06-12,3.6271,4.2776
2018-06-13,3.6461,4.282
2018-06-14,3.6155,4.2757
2018-06-15,3.6922,4.2802
2018-06-18,3.7003,4.2887
2018-06-19,3.7316,4.3113
2018-06-20,3.7352,4.3171
2018-06-21,3.7607,4.3323
2018-06-22,3.6977,4.3149
2018-06-25,3.7087,4.3242
2018-06-26,3.7151,4.3372
2018-06-27,3.7351,4.343
2018-06-28,3.7705,4.3566
2018-06-29,3.744,4.3616
2018-07-02,3.7703,4.3899
2018-07-03,3.7723,4.3978
2018-07-04,3.7759,4.3969
2018-07-05,3.7485,4.3833
2018-07-06,3.7222,4.36
2018-07-09,3.685,4.338
2018-07-10,3.6973,4.3356
2018-07-11,3.7,4.3322
2018-07-12,3.7055,4.3262
2018-07-13,3.7244,4.3302
2018-07-16,3.6828,4.3076
2018-07-17,3.6619,4.2998
2018-07-18,3.7031,4.3036
2018-07-19,3.7163,4.3155
2018-07-20,3.717,4.3275
2018-07-23,3.6957,4.3262
2018-07-24,3.702,4.3256
2018-07-25,3.6793,4.3035
2018-07-26,3.6649,4.2927
2018-07-27,3.6937,4.2945
2018-07-30,3.6684,4.2836
2018-07-31,3.6481,4.2779
2018-08-01,3.6603,4.2758
2018-08-02,3.6783,4.2745
2018-08-03,3.6926,4.2758
2018-08-06,3.692,4.2672
2018-08-07,3.6722,4.2554
2018-08-08,3.6782,4.2619
2018-08-09,3.6846,4.2715
2018-08-10,3.7481,4.2942
2018-08-13,3.7862,4.3094
2018-08-14,3.7768,4.3001
2018-08-16,3.7871,4.3105
2018-08-17,3.7784,4.3061
2018-08-20,3.7695,4.2997
2018-08-21,3.7375,4.3101
2018-08-22,3.7104,4.2937
2018-08-23,3.7069,4.2868
2018-08-24,3.7014,4.2801
2018-08-27,3.682,4.2748
2018-08-28,3.6548,4.2732
2018-08-29,3.6747,4.2871
2018-08-30,3.6724,4.2917
2018-08-31,3.6808,4.2953
2018-09-03,3.6991,4.2954
2018-09-04,3.7241,4.3073
2018-09-05,3.733,4.3183
2018-09-06,3.7143,4.3218
2018-09-07,3.6995,4.3079
2018-09-10,3.7283,4.3138
2018-09-11,3.7087,4.3077
2018-09-12,3.7198,4.3103
2018-09-13,3.713,4.3126
2018-09-14,3.6817,4.3093
2018-09-17,3.6876,4.2968
2018-09-18,3.6817,4.303
2018-09-19,3.6685,4.2929
2018-09-20,3.6702,4.2912
2018-09-21,3.6402,4.2929
2018-09-24,3.662,4.3092
2018-09-25,3.6511,4.2939
2018-09-26,3.643,4.2865
2018-09-27,3.6557,4.2814
2018-09-28,3.6754,4.2714
2018-10-01,3.6867,4.2795
2018-10-02,3.7326,4.2975
2018-10-03,3.7103,4.2949
2018-10-04,3.7512,4.309
2018-10-05,3.7518,4.3117
2018-10-08,3.7574,4.3112
2018-10-09,3.7629,4.319
2018-10-10,3.7507,4.3082
2018-10-11,3.7399,4.3179
2018-10-12,3.713,4.3022
2018-10-15,3.7091,4.2927
2018-10-16,3.7036,4.2919
2018-10-17,3.7123,4.2936
2018-10-18,3.7302,4.2966
2018-10-19,3.7601,4.3049
2018-10-22,3.7273,4.2922
2018-10-23,3.7485,4.2984
2018-10-24,3.7698,4.3036
2018-10-25,3.7796,4.3123
2018-10-26,3.7899,4.3125
2018-10-29,3.793,4.3164
2018-10-30,3.8062,4.3258
2018-10-31,3.8203,4.3313
2018-11-02,3.7804,4.3244
2018-11-05,3.7907,4.3144
2018-11-06,3.7802,4.3115
2018-11-07,3.7398,4.2972
2018-11-08,3.7599,4.2951
2018-11-09,3.7838,4.2901
2018-11-12,3.8163,4.2962
2018-11-13,3.8268,4.2994
2018-11-14,3.8114,4.2954
2018-11-15,3.8074,4.297
2018-11-16,3.7876,4.295
2018-11-19,3.784,4.3242
2018-11-20,3.79,4.3314
2018-11-21,3.7829,4.307
2018-11-22,3.7764,4.3064
2018-11-23,3.7779,4.2972
2018-11-26,3.7701,4.2883
2018-11-27,3.7948,4.2919
2018-11-28,3.8114,4.2994
2018-11-29,3.7728,4.29
2018-11-30,3.7731,4.2904
2018-12-03,3.7672,4.2818
2018-12-04,3.7516,4.281
2018-12-05,3.7832,4.2896
2018-12-06,3.7844,4.2919
2018-12-07,3.7694,4.2845
2018-12-10,3.76,4.2911
2018-12-11,3.7763,4.2982
2018-12-12,3.7934,4.2993
2018-12-13,3.7739,4.2937
2018-12-14,3.8095,4.3021
2018-12-17,3.7871,4.2906
2018-12-18,3.7668,4.2853
2018-12-19,3.7619,4.2846
2018-12-20,3.7331,4.2849
2018-12-21,3.7528,4.2889
2018-12-24,3.7588,4.2832
2018-12-27,3.7616,4.286
2018-12-28,3.755,4.2969
2018-12-31,3.7597,4.3
2019-01-02,3.7619,4.3016
